学校名,类型,省,市,区县
朔州市怀仁市第九中学附属小学,小学,山西省,朔州市,怀仁市
怀仁市城镇第四小学校,小学,山西省,朔州市,怀仁市
怀仁市第二实验小学,小学,山西省,朔州市,怀仁市
怀仁市实验小学,小学,山西省,朔州市,怀仁市
怀仁市第十一小学,小学,山西省,朔州市,怀仁市
董半川中心校,小学,山西省,朔州市,右玉县
后所小学,小学,山西省,朔州市,山阴县
下马峪小学,小学,山西省,朔州市,应县
里八庄寄小,小学,山西省,朔州市,怀仁市
十三中附小,小学,山西省,朔州市,怀仁市
应县二小,小学,山西省,朔州市,应县
怀仁市际丰云西小学,小学,山西省,朔州市,怀仁市
牛心乡甘泉庄寄小,小学,山西省,朔州市,右玉县
春雨小学-海洋小学,小学,山西省,朔州市,怀仁市
城关小学,小学,山西省,朔州市,右玉县
应县七小,小学,山西省,朔州市,应县
朔州市西水界乡寄宿制小学,小学,山西省,朔州市,平鲁区
玉井镇寄宿制小学校,小学,山西省,朔州市,山阴县
怀仁市亲和寄宿制小学校,小学,山西省,朔州市,怀仁市
新城镇明德小学,小学,山西省,朔州市,右玉县
泥河小学,小学,山西省,朔州市,山阴县
怀仁市小峪矿区第一小学校,小学,山西省,朔州市,怀仁市
应县第四小学,小学,山西省,朔州市,应县
怀仁五小,小学,山西省,朔州市,怀仁市
山阴第六小学,小学,山西省,朔州市,山阴县
右玉县第一完全小学,小学,山西省,朔州市,右玉县
河铺小学,小学,山西省,朔州市,山阴县
山阴县一小,小学,山西省,朔州市,山阴县
海北头寄小,小学,山西省,朔州市,怀仁市
南小寨寄宿制小学,小学,山西省,朔州市,怀仁市
春雨小学,小学,山西省,朔州市,怀仁市
金沙滩镇寄宿制小学,小学,山西省,朔州市,怀仁市
山阴八小,小学,山西省,朔州市,山阴县
应县第三小学,小学,山西省,朔州市,应县
怀仁十一小学,小学,山西省,朔州市,怀仁市
山阴七小,小学,山西省,朔州市,山阴县
朔州市下水头乡寄宿制小学,小学,山西省,朔州市,平鲁区
应县第六小学校,小学,山西省,朔州市,应县
罗庄中心校,小学,山西省,朔州市,应县
郝家寨学校,小学,山西省,朔州市,怀仁市
山阴县新大滩寄宿制小学,小学,山西省,朔州市,山阴县
山阴县岱岳乡先进中学-山阴五小,小学,山西省,朔州市,山阴县
南河种镇小石村小学,小学,山西省,朔州市,应县
芍药花小学,小学,山西省,朔州市,山阴县
董半川中心校逸夫教学楼,小学,山西省,朔州市,右玉县
北周庄镇郑庄小学,小学,山西省,朔州市,山阴县
南泉乡中心学校,小学,山西省,朔州市,应县
安宁小学,小学,山西省,晋中市,榆次区
晋华小学,小学,山西省,晋中市,榆次区
经纬小学,小学,山西省,晋中市,榆次区
平遥县第二实验小学,小学,山西省,晋中市,平遥县
平遥县实验小学,小学,山西省,晋中市,平遥县
窑上小学,小学,山西省,晋中市,榆次区
城西街道实验小学,小学,山西省,晋中市,平遥县
北坛小学,小学,山西省,晋中市,介休市
榆次太行小学,小学,山西省,晋中市,榆次区
榆次区校园路逸夫小学,小学,山西省,晋中市,榆次区
明星小学,小学,山西省,晋中市,太谷区
榆次花园路小学,小学,山西省,晋中市,榆次区
太谷师范附属小学,小学,山西省,晋中市,太谷区
实验小学(东大街),小学,山西省,晋中市,介休市
泰山庙小学,小学,山西省,晋中市,榆次区
长榆河学校,小学,山西省,晋中市,寿阳县
寿安里小学,小学,山西省,晋中市,榆次区
胡村小学,小学,山西省,晋中市,太谷区
修文镇中心小学,小学,山西省,晋中市,榆次区
灵石县第三小学,小学,山西省,晋中市,灵石县
锦纶路小学,小学,山西省,晋中市,榆次区
新华街小学,小学,山西省,晋中市,榆次区
羊毫街小学,小学,山西省,晋中市,榆次区
张庆乡榆次区演武学校,小学,山西省,晋中市,榆次区
张庆小学,小学,山西省,晋中市,榆次区
水秀小学,小学,山西省,晋中市,太谷区
龙田小学,小学,山西省,晋中市,榆次区
王杜学校,小学,山西省,晋中市,榆次区
榆次区使张小学,小学,山西省,晋中市,榆次区
郭家堡乡荣村小学,小学,山西省,晋中市,榆次区
晋中开发区北六堡小学校,小学,山西省,晋中市,榆次区
峪头小学,小学,山西省,晋中市,榆次区
道北西街小学,小学,山西省,晋中市,榆次区
晋中开发区杨盘小学校,小学,山西省,晋中市,榆次区
源高小学,小学,山西省,晋中市,榆次区
迎宾西街(高村)小学,小学,山西省,晋中市,榆次区
杨村学校,小学,山西省,晋中市,榆次区
乌金山镇鸣谦小学,小学,山西省,晋中市,榆次区
大张义学校,小学,山西省,晋中市,榆次区
彭村小学,小学,山西省,晋中市,榆次区
宗艾小学,小学,山西省,晋中市,寿阳县
榆次区潇河湾小学,小学,山西省,晋中市,榆次区
什贴镇中心小学,小学,山西省,晋中市,榆次区
水峪小学,小学,山西省,晋中市,灵石县
开发区鸣李小学,小学,山西省,晋中市,榆次区
南沟小学,小学,山西省,晋中市,榆次区
郭村小学,小学,山西省,晋中市,榆次区
榆次区顺城街小学,小学,山西省,晋中市,榆次区
榆次区郭家堡小学,小学,山西省,晋中市,榆次区
榆次区鸣李小学,小学,山西省,晋中市,榆次区
振兴小学,小学,山西省,晋中市,榆次区
南席学校,小学,山西省,晋中市,太谷区
太谷区郭村小学,小学,山西省,晋中市,太谷区
张超小学,小学,山西省,晋中市,榆次区
乌金山中心小学,小学,山西省,晋中市,榆次区
聂店中心小学,小学,山西省,晋中市,榆次区
左权县示范小学,小学,山西省,晋中市,左权县
晋中开发区秋村小学校,小学,山西省,晋中市,榆次区
北田小学,小学,山西省,晋中市,榆次区
永康学校,小学,山西省,晋中市,榆次区
小赵学校,小学,山西省,晋中市,榆次区
榆次区乌金山镇流村小学,小学,山西省,晋中市,榆次区
大白小学,小学,山西省,晋中市,太谷区
榆次区西荣小学,小学,山西省,晋中市,榆次区
象谷小学,小学,山西省,晋中市,太谷区
东关小学,小学,山西省,晋中市,太谷区
北沙河小学,小学,山西省,晋中市,太谷区
北城小学,小学,山西省,晋中市,太谷区
太谷实验小学,小学,山西省,晋中市,太谷区
东怀远小学,小学,山西省,晋中市,太谷区
榆次区使赵小学,小学,山西省,晋中市,榆次区
小白小学,小学,山西省,晋中市,太谷区
北副井学校,小学,山西省,晋中市,太谷区
井西小学,小学,山西省,晋中市,太谷区
金太阳学校,小学,山西省,晋中市,榆次区
东长寿小学,小学,山西省,晋中市,榆次区
榆次区实验小学(建设中),小学,山西省,晋中市,榆次区
榆次区长凝镇西长凝小学,小学,山西省,晋中市,榆次区
褚西小学,小学,山西省,晋中市,榆次区
祁县东观小学,小学,山西省,晋中市,祁县
王村小学,小学,山西省,晋中市,榆次区
郭里小学,小学,山西省,晋中市,太谷区
榆次区南砖井小学,小学,山西省,晋中市,榆次区
祁县第三小学校,小学,山西省,晋中市,祁县
文苑街小学,小学,山西省,晋中市,榆次区
西沙沟小学,小学,山西省,晋中市,榆次区
冀村学校,小学,山西省,晋中市,太谷区
北田镇第二中心小学校,小学,山西省,晋中市,榆次区
付井联合小学,小学,山西省,晋中市,太谷区
香港华革会李建培英小学,小学,山西省,晋中市,太谷区
胡村镇新代小学校,小学,山西省,晋中市,太谷区
回马小学,小学,山西省,晋中市,太谷区
榆次经济技术开发区实验小学,小学,山西省,晋中市,榆次区
洪善镇中心小学,小学,山西省,晋中市,平遥县
连福中心小学,小学,山西省,晋中市,介休市
里村小学,小学,山西省,晋中市,祁县
北关小学,小学,山西省,晋中市,平遥县
昔阳中学-示范小学,小学,山西省,晋中市,昔阳县
城内小学,小学,山西省,晋中市,寿阳县
城西小学,小学,山西省,晋中市,寿阳县
和顺县串村寄宿制学校,小学,山西省,晋中市,和顺县
南关小学校,小学,山西省,晋中市,和顺县
西墕中心小学,小学,山西省,晋中市,榆次区
示范小学,小学,山西省,晋中市,祁县
北坡小学,小学,山西省,晋中市,介休市
北大街小学,小学,山西省,晋中市,寿阳县
尹方小学,小学,山西省,晋中市,灵石县
静升小学,小学,山西省,晋中市,灵石县
北王中小学,小学,山西省,晋中市,灵石县
永康学校-永康平安希望小学,小学,山西省,晋中市,榆次区
大西庄小学,小学,山西省,晋中市,寿阳县
南谷丰小学,小学,山西省,晋中市,祁县
南街爱乐希望小学,小学,山西省,晋中市,左权县
长凝镇石圪塔八一希望小学,小学,山西省,晋中市,榆次区
介休市义安镇第三小学,小学,山西省,晋中市,介休市
南街小学,小学,山西省,晋中市,左权县
河峪中心学校,小学,山西省,晋中市,榆社县
宋家堡小学,小学,山西省,晋中市,平遥县
宁固中心小学,小学,山西省,晋中市,平遥县
白岸小学,小学,山西省,晋中市,介休市
桐峪小学,小学,山西省,晋中市,左权县
和顺县北关示范小学校,小学,山西省,晋中市,和顺县
东郭小学(建设中),小学,山西省,晋中市,平遥县
南关小学,小学,山西省,晋中市,灵石县
东关小学(昔阳县人民政府打假办公室东南),小学,山西省,晋中市,昔阳县
榆社太星小学,小学,山西省,晋中市,榆社县
罕山小学,小学,山西省,晋中市,寿阳县
卜宜乡同心中心小学,小学,山西省,晋中市,平遥县
灵石县第五小学,小学,山西省,晋中市,灵石县
沟峪滩小学,小学,山西省,晋中市,灵石县
梁家焉小学,小学,山西省,晋中市,灵石县
定阳小学,小学,山西省,晋中市,介休市
祁县第三小学,小学,山西省,晋中市,祁县
解愁乡中小学校,小学,山西省,晋中市,寿阳县
清平小学,小学,山西省,晋中市,寿阳县
靖烨第四小学,小学,山西省,晋中市,祁县
白家庄小学,小学,山西省,晋中市,寿阳县
榆社县西马乡更修小学,小学,山西省,晋中市,榆社县
祁县中梁学校,小学,山西省,晋中市,祁县
东郭村小学校,小学,山西省,晋中市,平遥县
云竹小学,小学,山西省,晋中市,榆社县
昔阳县实验小学,小学,山西省,晋中市,昔阳县
平遥县襄垣中心小学校,小学,山西省,晋中市,平遥县
介休新华小学,小学,山西省,晋中市,介休市
新星双语学校,小学,山西省,晋中市,灵石县
灵石县云义小学,小学,山西省,晋中市,灵石县
灵石三小学,小学,山西省,晋中市,灵石县
灵石县集广小学,小学,山西省,晋中市,灵石县
灵石第一小学,小学,山西省,晋中市,灵石县
祁县第五小学,小学,山西省,晋中市,祁县
蒋家堡小学,小学,山西省,晋中市,平遥县
上湖中心小学,小学,山西省,晋中市,寿阳县
介休裕华小学,小学,山西省,晋中市,介休市
孙村小学,小学,山西省,晋中市,介休市
竹林双语小学,小学,山西省,晋中市,灵石县
灵石县实验小学,小学,山西省,晋中市,灵石县
灵石四小学,小学,山西省,晋中市,灵石县
西关小学,小学,山西省,晋中市,平遥县
寿阳县平头镇石河学校,小学,山西省,晋中市,寿阳县
东关小学,小学,山西省,晋中市,寿阳县
榆社县永生欣欣中心小学,小学,山西省,晋中市,榆社县
曹村小学,小学,山西省,晋中市,灵石县
东关小学,小学,山西省,晋中市,平遥县
示范小学-祁县第一小学校,小学,山西省,晋中市,祁县
羊角平安希望小学,小学,山西省,晋中市,左权县
通用希望小学,小学,山西省,晋中市,左权县
华峪小学,小学,山西省,晋中市,榆社县
大甫小学,小学,山西省,晋中市,介休市
穆家堡中心小学,小学,山西省,晋中市,介休市
介休市绵山书院,小学,山西省,晋中市,介休市
南村小学,小学,山西省,晋中市,介休市
南燕竹中心学校,小学,山西省,晋中市,寿阳县
古陶镇新南堡小学,小学,山西省,晋中市,平遥县
王家庄中心小学,小学,山西省,晋中市,平遥县
平遥北羌村小学,小学,山西省,晋中市,平遥县
西卜宜中心小学,小学,山西省,晋中市,平遥县
洪安小学,小学,山西省,晋中市,介休市
五里庄小学,小学,山西省,晋中市,平遥县
